string	surah_frequency
قنطر	{'3': 5.4687853107344635, '4': 5.270042194092827}
كهل	{'5': 6.916577349053233, '3': 5.4687853107344635}
كمه	{'5': 6.916577349053233, '3': 5.4687853107344635}
برص	{'5': 6.916577349053233, '3': 5.4687853107344635}
شفو	{'9': 7.49061714064616, '3': 5.4687853107344635}
خبل	{'9': 7.49061714064616, '3': 5.4687853107344635}
كبت	{'58': 42.08586956521739, '3': 5.4687853107344635}
دول	{'59': 43.16499442586399, '3': 5.4687853107344635}
عور	{'33': 14.926368542791055, '24': 14.829184220605132}
غرو	{'33': 14.926368542791055, '5': 6.916577349053233}
محن	{'49': 58.399698340874814, '60': 54.152447552447555}
خدن	{'5': 6.916577349053233, '4': 5.270042194092827}
غوط	{'5': 6.916577349053233, '4': 5.270042194092827}
طعن	{'9': 7.49061714064616, '4': 5.270042194092827}
شيد	{'22': 15.261726448561292, '4': 5.270042194092827}
حوذ	{'58': 42.08586956521739, '4': 5.270042194092827}
كسل	{'9': 7.49061714064616, '4': 5.270042194092827}
غلو	{'5': 6.916577349053233, '4': 5.270042194092827}
انف	{'47': 35.231119199272065, '5': 6.916577349053233}
همن	{'59': 43.16499442586399, '5': 6.916577349053233}
بهم	{'22': 15.261726448561292, '5': 6.916577349053233}
عرر	{'48': 33.121471343028226, '22': 15.261726448561292}
سيح	{'66': 81.0020920502092, '9': 7.49061714064616}
دمع	{'9': 7.49061714064616, '5': 6.916577349053233}
خمص	{'9': 7.49061714064616, '5': 6.916577349053233}
نصي	{'96': 192.6318407960199, '55': 31.671983640081795, '11': 6.568108566581849}
همز	{'104': 391.10101010101005, '68': 39.71179487179487, '23': 12.198802772526781}
متن	{'68': 39.71179487179487, '51': 34.27976980965028, '7': 3.798214636060427}
نصف	{'73': 61.16745655608215, '4': 3.513361462728551, '2': 2.0958644581574104}
شيب	{'73': 61.16745655608215, '30': 15.777913610431947, '19': 12.678127046496396}
عبس	{'80': 84.35511982570806, '76': 49.63974358974359, '74': 49.07351077313054}
رهن	{'74': 49.07351077313054, '52': 37.95980392156863, '2': 2.0958644581574104}
تبب	{'111': 496.39743589743586, '40': 10.540084388185655, '11': 6.568108566581849}
سجر	{'81': 106.22496570644718, '52': 37.95980392156863, '40': 10.540084388185655}
افق	{'81': 106.22496570644718, '53': 34.976513098464316, '41': 15.663025889967637}
وتر	{'89': 88.09783845278726, '47': 23.48741279951471, '23': 12.198802772526781}
صخر	{'89': 88.09783845278726, '31': 24.867694283879253, '18': 7.705273631840796}
وتد	{'89': 88.09783845278726, '78': 69.01782531194296, '38': 16.621163339772483}
حضض	{'107': 496.39743589743586, '89': 88.09783845278726, '69': 44.89159420289855}
ابل	{'105': 561.1449275362319, '88': 135.14485165794065, '6': 4.145947103544277}
فلق	{'113': 573.6148148148147, '26': 9.524969249692496, '6': 4.145947103544277}
دلو	{'53': 34.976513098464316, '12': 7.238549261544214, '2': 2.0958644581574104}
سدر	{'53': 34.976513098464316, '56': 30.403612092658026, '34': 14.826345012444953}
حدق	{'80': 84.35511982570806, '78': 69.01782531194296, '27': 10.974773242630386}
مجد	{'85': 122.3349131121643, '50': 33.874890638670166, '11': 6.568108566581849}
قرع	{'101': 300.14728682170545, '69': 44.89159420289855, '13': 15.174995100921027}
نضر	{'83': 73.75047619047619, '75': 73.123701605288, '76': 49.63974358974359}
رقي	{'75': 73.123701605288, '38': 16.621163339772483, '17': 8.008894404798841}
لفف	{'75': 73.123701605288, '78': 69.01782531194296, '17': 8.008894404798841}
لمز	{'104': 391.10101010101005, '49': 38.93313222724987, '9': 4.993744760430773}
وصد	{'104': 391.10101010101005, '90': 145.834274952919, '18': 7.705273631840796}
فرت	{'77': 64.21061359867329, '35': 16.993197278911563, '25': 13.983026363308053}
مرج	{'50': 33.874890638670166, '55': 31.671983640081795, '25': 13.983026363308053}
بهج	{'50': 33.874890638670166, '27': 10.974773242630386, '22': 10.174484299040861}
نضد	{'50': 33.874890638670166, '56': 30.403612092658026, '11': 6.568108566581849}
نقب	{'50': 33.874890638670166, '18': 7.705273631840796, '5': 4.6110515660354885}
زجر	{'79': 61.75279106858054, '54': 35.702166897187645, '37': 13.722842459684564}
جدث	{'70': 57.61755952380952, '54': 35.702166897187645, '36': 17.231419670672008}
هطع	{'70': 57.61755952380952, '54': 35.702166897187645, '14': 15.653527390337578}
صرصر	{'69': 44.89159420289855, '54': 35.702166897187645, '41': 15.663025889967637}
نحس	{'54': 35.702166897187645, '55': 31.671983640081795, '41': 15.663025889967637}
هزم	{'54': 35.702166897187645, '38': 16.621163339772483, '2': 2.0958644581574104}
شطط	{'72': 45.04828388598022, '38': 16.621163339772483, '18': 7.705273631840796}
طفق	{'38': 16.621163339772483, '20': 9.12108362779741, '7': 3.798214636060427}
مسح	{'38': 16.621163339772483, '5': 4.6110515660354885, '4': 3.513361462728551}
ضغث	{'38': 16.621163339772483, '21': 10.591984680618246, '12': 7.238549261544214}
دحر	{'37': 13.722842459684564, '17': 8.008894404798841, '7': 3.798214636060427}
طلب	{'22': 10.174484299040861, '18': 7.705273631840796, '7': 3.798214636060427}
جثم	{'29': 13.109531064838327, '11': 6.568108566581849, '7': 3.798214636060427}
لقف	{'26': 9.524969249692496, '20': 9.12108362779741, '7': 3.798214636060427}
اصر	{'7': 3.798214636060427, '3': 3.6458568738229755, '2': 2.0958644581574104}
عزر	{'48': 22.080980895352152, '5': 4.6110515660354885, '7': 3.798214636060427}
سلو	{'20': 9.12108362779741, '7': 3.798214636060427, '2': 2.0958644581574104}
سلخ	{'36': 17.231419670672008, '9': 4.993744760430773, '7': 3.798214636060427}
كلب	{'18': 7.705273631840796, '5': 4.6110515660354885, '7': 3.798214636060427}
حفو	{'47': 23.48741279951471, '19': 12.678127046496396, '7': 3.798214636060427}
شحن	{'36': 17.231419670672008, '37': 13.722842459684564, '26': 9.524969249692496}
نكس	{'32': 34.64787472035794, '36': 17.231419670672008, '21': 10.591984680618246}
زفر	{'25': 13.983026363308053, '21': 10.591984680618246, '11': 6.568108566581849}
ثبر	{'84': 106.22496570644718, '25': 13.983026363308053, '17': 8.008894404798841}
نثر	{'82': 150.9512670565302, '76': 49.63974358974359, '25': 13.983026363308053}
خذل	{'25': 13.983026363308053, '17': 8.008894404798841, '3': 3.6458568738229755}
اجج	{'56': 30.403612092658026, '35': 16.993197278911563, '25': 13.983026363308053}
نسب	{'25': 13.983026363308053, '37': 13.722842459684564, '23': 12.198802772526781}
سوغ	{'35': 16.993197278911563, '14': 15.653527390337578, '16': 6.870552745985272}
قبس	{'57': 21.72783389450056, '27': 10.974773242630386, '20': 9.12108362779741}
بول	{'47': 23.48741279951471, '20': 9.12108362779741, '12': 7.238549261544214}
وجس	{'51': 34.27976980965028, '20': 9.12108362779741, '11': 6.568108566581849}
يبس	{'20': 9.12108362779741, '12': 7.238549261544214, '6': 4.145947103544277}
برح	{'20': 9.12108362779741, '18': 7.705273631840796, '12': 7.238549261544214}
سول	{'47': 23.48741279951471, '20': 9.12108362779741, '12': 7.238549261544214}
خفت	{'68': 39.71179487179487, '20': 9.12108362779741, '17': 8.008894404798841}
عري	{'68': 39.71179487179487, '37': 13.722842459684564, '20': 9.12108362779741}
ظما	{'24': 9.886122813736755, '20': 9.12108362779741, '9': 4.993744760430773}
زقم	{'44': 36.35586854460094, '56': 30.403612092658026, '37': 13.722842459684564}
حلق	{'56': 30.403612092658026, '48': 22.080980895352152, '2': 2.0958644581574104}
سجن	{'83': 73.75047619047619, '26': 9.524969249692496, '12': 7.238549261544214}
طرد	{'26': 9.524969249692496, '11': 6.568108566581849, '6': 4.145947103544277}
عجم	{'41': 15.663025889967637, '26': 9.524969249692496, '16': 6.870552745985272}
جيب	{'27': 10.974773242630386, '24': 9.886122813736755, '28': 8.900919540229884}
وزع	{'46': 19.689295703025678, '41': 15.663025889967637, '27': 10.974773242630386}
صرح	{'27': 10.974773242630386, '40': 10.540084388185655, '28': 8.900919540229884}
ردف	{'79': 61.75279106858054, '27': 10.974773242630386, '8': 10.222838283828382}
محو	{'42': 15.346413000396351, '13': 15.174995100921027, '17': 8.008894404798841}
ذمم	{'68': 39.71179487179487, '17': 8.008894404798841, '9': 4.993744760430773}
افف	{'46': 19.689295703025678, '21': 10.591984680618246, '17': 8.008894404798841}
مرح	{'31': 24.867694283879253, '40': 10.540084388185655, '17': 8.008894404798841}
خرق	{'17': 8.008894404798841, '18': 7.705273631840796, '6': 4.145947103544277}
ستر	{'41': 15.663025889967637, '17': 8.008894404798841, '18': 7.705273631840796}
زجو	{'24': 9.886122813736755, '17': 8.008894404798841, '12': 7.238549261544214}
زهق	{'21': 10.591984680618246, '17': 8.008894404798841, '9': 4.993744760430773}
ناي	{'41': 15.663025889967637, '17': 8.008894404798841, '6': 4.145947103544277}
لفت	{'15': 18.58363330933525, '10': 7.194165737643997, '11': 6.568108566581849}
عرو	{'31': 24.867694283879253, '11': 6.568108566581849, '2': 2.0958644581574104}
ركن	{'51': 34.27976980965028, '17': 8.008894404798841, '11': 6.568108566581849}
وفق	{'78': 69.01782531194296, '11': 6.568108566581849, '4': 3.513361462728551}
لفو	{'37': 13.722842459684564, '12': 7.238549261544214, '2': 2.0958644581574104}
بقر	{'12': 7.238549261544214, '6': 4.145947103544277, '2': 2.0958644581574104}
سمن	{'88': 135.14485165794065, '51': 34.27976980965028, '12': 7.238549261544214}
حوج	{'59': 28.77666295057599, '40': 10.540084388185655, '12': 7.238549261544214}
حرض	{'8': 10.222838283828382, '12': 7.238549261544214, '4': 3.513361462728551}
شكو	{'58': 28.057246376811595, '24': 9.886122813736755, '12': 7.238549261544214}
جزا	{'15': 18.58363330933525, '43': 14.460877684407095, '2': 2.0958644581574104}
وقف	{'34': 14.826345012444953, '37': 13.722842459684564, '6': 4.145947103544277}
جرح	{'45': 25.838505171838502, '5': 4.6110515660354885, '6': 4.145947103544277}
كرب	{'37': 13.722842459684564, '21': 10.591984680618246, '6': 4.145947103544277}
قرف	{'42': 15.346413000396351, '9': 4.993744760430773, '6': 4.145947103544277}
خطو	{'24': 9.886122813736755, '6': 4.145947103544277, '2': 2.0958644581574104}
سفح	{'5': 4.6110515660354885, '6': 4.145947103544277, '4': 3.513361462728551}
نسك	{'22': 10.174484299040861, '6': 4.145947103544277, '2': 2.0958644581574104}
لذذ	{'47': 23.48741279951471, '43': 14.460877684407095, '37': 13.722842459684564}
غضض	{'49': 38.93313222724987, '31': 24.867694283879253, '24': 9.886122813736755}
قلد	{'42': 15.346413000396351, '39': 11.130947247376742, '5': 4.6110515660354885}
طفل	{'40': 10.540084388185655, '22': 10.174484299040861, '24': 9.886122813736755}
سلسل	{'76': 49.63974358974359, '69': 44.89159420289855, '40': 10.540084388185655}
عقم	{'51': 34.27976980965028, '42': 15.346413000396351, '22': 10.174484299040861}
فتر	{'43': 14.460877684407095, '21': 10.591984680618246, '5': 4.6110515660354885}
غمر	{'51': 34.27976980965028, '23': 12.198802772526781, '6': 4.145947103544277}
هيا	{'18': 7.705273631840796, '5': 4.6110515660354885, '3': 3.6458568738229755}
رفق	{'18': 7.705273631840796, '5': 4.6110515660354885, '4': 3.513361462728551}
سدس	{'58': 28.057246376811595, '18': 7.705273631840796, '4': 3.513361462728551}
غور	{'67': 39.16944865958523, '18': 7.705273631840796, '9': 4.993744760430773}
جدر	{'59': 28.77666295057599, '18': 7.705273631840796, '9': 4.993744760430773}
سرح	{'33': 9.950912361860704, '16': 6.870552745985272, '2': 2.0958644581574104}
كمل	{'16': 6.870552745985272, '5': 4.6110515660354885, '2': 2.0958644581574104}
زلل	{'16': 6.870552745985272, '3': 3.6458568738229755, '2': 2.0958644581574104}
طبق	{'84': 106.22496570644718, '71': 60.029457364341084, '67': 39.16944865958523}
فجج	{'71': 60.029457364341084, '21': 10.591984680618246, '22': 10.174484299040861}
نفل	{'21': 10.591984680618246, '8': 10.222838283828382, '17': 8.008894404798841}
سلل	{'32': 34.64787472035794, '23': 12.198802772526781, '24': 9.886122813736755}
ركم	{'52': 37.95980392156863, '8': 10.222838283828382, '24': 9.886122813736755}
قرد	{'5': 4.6110515660354885, '7': 3.798214636060427, '2': 2.0958644581574104}
ضجع	{'32': 34.64787472035794, '3': 3.6458568738229755, '4': 3.513361462728551}
خدع	{'8': 10.222838283828382, '4': 3.513361462728551, '2': 2.0958644581574104}
صبا	{'22': 10.174484299040861, '5': 4.6110515660354885, '2': 2.0958644581574104}
نشز	{'58': 28.057246376811595, '4': 3.513361462728551, '2': 2.0958644581574104}
عفف	{'24': 9.886122813736755, '4': 3.513361462728551, '2': 2.0958644581574104}
لوي	{'63': 70.33424159854677, '3': 3.6458568738229755, '4': 3.513361462728551}
بغض	{'60': 36.1016317016317, '5': 4.6110515660354885, '3': 3.6458568738229755}
عمم	{'33': 9.950912361860704, '24': 9.886122813736755, '4': 3.513361462728551}
طفا	{'61': 60.7356862745098, '9': 4.993744760430773, '5': 4.6110515660354885}
قلم	{'96': 144.47388059701493, '68': 29.783846153846152, '31': 18.65077071290944, '3': 2.7343926553672318}
دهن	{'68': 29.783846153846152, '55': 23.75398773006135, '56': 22.80270906949352, '23': 9.149102079395085}
مهن	{'77': 48.157960199004975, '68': 29.783846153846152, '32': 25.985906040268453, '43': 10.845658263305321}
وطا	{'73': 45.87559241706162, '48': 16.560735671514113, '33': 7.463184271395527, '9': 3.74530857032308}
لوح	{'85': 91.75118483412324, '74': 36.805133079847906, '54': 26.776625172890736, '7': 2.848660977045321}
جلو	{'91': 123.30891719745223, '92': 112.55523255813954, '59': 21.582497212931994, '7': 2.848660977045321}
صبب	{'89': 66.07337883959045, '80': 63.26633986928105, '44': 27.266901408450707, '22': 7.630863224280646}
رصد	{'89': 66.07337883959045, '78': 51.763368983957214, '72': 33.78621291448517, '9': 3.74530857032308}
لمم	{'89': 66.07337883959045, '53': 26.23238482384824, '33': 7.463184271395527, '6': 3.1094603276582076}
دكك	{'89': 66.07337883959045, '69': 33.668695652173916, '18': 5.7789552238805975, '7': 2.848660977045321}
ودع	{'93': 179.25462962962962, '33': 7.463184271395527, '11': 4.9260814249363865, '6': 3.1094603276582076}
عصر	{'103': 667.5689655172414, '78': 51.763368983957214, '12': 5.42891194615816, '2': 1.5718983436180578}
ثور	{'100': 233.24698795180723, '35': 12.744897959183673, '30': 11.83343520782396, '2': 1.5718983436180578}
وسط	{'100': 233.24698795180723, '68': 29.783846153846152, '5': 3.4582886745266164, '2': 1.5718983436180578}
سجل	{'105': 420.8586956521739, '15': 13.93772498200144, '21': 7.943988510463685, '11': 4.9260814249363865}
غسق	{'113': 430.2111111111111, '78': 51.763368983957214, '38': 12.465872504829361, '17': 6.006670803599131}
حسد	{'113': 430.2111111111111, '48': 16.560735671514113, '4': 2.6350210970464136, '2': 1.5718983436180578}
وسوس	{'114': 509.4605263157894, '50': 25.406167979002625, '20': 6.8408127208480565, '7': 2.848660977045321}
شان	{'80': 63.26633986928105, '55': 23.75398773006135, '24': 7.414592110302566, '10': 5.3956243032329985}
خيب	{'91': 123.30891719745223, '14': 11.740145542753185, '20': 6.8408127208480565, '3': 2.7343926553672318}
هنا	{'77': 48.157960199004975, '69': 33.668695652173916, '52': 28.46985294117647, '4': 2.6350210970464136}
فزع	{'38': 12.465872504829361, '34': 11.119758759333717, '27': 8.231079931972788, '21': 7.943988510463685}
جسد	{'38': 12.465872504829361, '21': 7.943988510463685, '20': 6.8408127208480565, '7': 2.848660977045321}
غسل	{'69': 33.668695652173916, '38': 12.465872504829361, '5': 3.4582886745266164, '4': 2.6350210970464136}
نفد	{'31': 18.65077071290944, '38': 12.465872504829361, '18': 5.7789552238805975, '16': 5.152914559488955}
هبط	{'20': 6.8408127208480565, '11': 4.9260814249363865, '7': 2.848660977045321, '2': 1.5718983436180578}
ورق	{'20': 6.8408127208480565, '18': 5.7789552238805975, '6': 3.1094603276582076, '7': 2.848660977045321}
سمم	{'52': 28.46985294117647, '56': 22.80270906949352, '15': 13.93772498200144, '7': 2.848660977045321}
ضرع	{'88': 101.3586387434555, '23': 9.149102079395085, '6': 3.1094603276582076, '7': 2.848660977045321}
نحت	{'15': 13.93772498200144, '37': 10.292131844763425, '26': 7.143726937269372, '7': 2.848660977045321}
تبر	{'71': 45.02209302325581, '25': 10.487269772481039, '17': 6.006670803599131, '7': 2.848660977045321}
نسخ	{'45': 19.37887887887888, '22': 7.630863224280646, '7': 2.848660977045321, '2': 1.5718983436180578}
سبط	{'7': 2.848660977045321, '3': 2.7343926553672318, '4': 2.6350210970464136, '2': 1.5718983436180578}
نزغ	{'41': 11.747269417475728, '17': 6.006670803599131, '12': 5.42891194615816, '7': 2.848660977045321}
شهب	{'72': 33.78621291448517, '15': 13.93772498200144, '37': 10.292131844763425, '27': 8.231079931972788}
امد	{'72': 33.78621291448517, '57': 16.29587542087542, '18': 5.7789552238805975, '3': 2.7343926553672318}
سدد	{'36': 12.923564753004005, '33': 7.463184271395527, '18': 5.7789552238805975, '4': 2.6350210970464136}
نقذ	{'36': 12.923564753004005, '39': 8.348210435532557, '22': 7.630863224280646, '3': 2.7343926553672318}
صرخ	{'36': 12.923564753004005, '35': 12.744897959183673, '14': 11.740145542753185, '28': 6.675689655172413}
نسل	{'32': 25.985906040268453, '36': 12.923564753004005, '21': 7.943988510463685, '2': 1.5718983436180578}
ارك	{'83': 55.31285714285714, '76': 37.229807692307695, '36': 12.923564753004005, '18': 5.7789552238805975}
ميز	{'67': 29.377086494688925, '36': 12.923564753004005, '8': 7.667128712871287, '3': 2.7343926553672318}
بور	{'48': 16.560735671514113, '35': 12.744897959183673, '14': 11.740145542753185, '25': 10.487269772481039}
سرج	{'78': 51.763368983957214, '71': 45.02209302325581, '25': 10.487269772481039, '33': 7.463184271395527}
مقت	{'61': 45.55176470588235, '35': 12.744897959183673, '40': 7.905063291139241, '4': 2.6350210970464136}
شور	{'42': 11.509809750297265, '19': 9.508595284872298, '3': 2.7343926553672318, '2': 1.5718983436180578}
فرد	{'34': 11.119758759333717, '19': 9.508595284872298, '21': 7.943988510463685, '6': 3.1094603276582076}
